Loan_ID,loan_status,Principal,terms,effective_date,due_date,paid_off_time,past_due_days,age,education,Gender
xqd20160599,COLLECTION_PAIDOFF,700,15,10/24/2017,11/7/2017,11/7/2017 8:00,5,30,high school,female
xqd20160600,COLLECTION_PAIDOFF,600,15,10/25/2017,11/8/2017,11/8/2017 7:00,5,29,college,male
xqd20160601,COLLECTION_PAIDOFF,500,15,10/26/2017,11/9/2017,11/9/2017 6:00,5,31,college,female
xqd20160602,COLLECTION_PAIDOFF,400,7,10/27/2017,11/2/2017,11/2/2017 5:00,5,27,high school,male
xqd20160603,COLLECTION_PAIDOFF,300,7,10/28/2017,11/3/2017,11/3/2017 4:00,5,25,college,female
xqd20160604,COLLECTION_PAIDOFF,200,7,10/29/2017,11/4/2017,11/4/2017 3:00,5,23,high school,male
xqd20160605,COLLECTION_PAIDOFF,100,7,10/30/2017,11/5/2017,11/5/2017 2:00,5,32,college,female
xqd20160606,PAIDOFF,1000,30,10/31/2017,11/29/2017,11/29/2017 1:00,,28,college,male
xqd20160607,PAIDOFF,900,30,11/1/2017,11/30/2017,11/30/2017 0:00,,26,college,female
xqd20160608,PAIDOFF,800,15,11/2/2017,11/16/2017,11/16/2017 23:00,,24,high school,male
xqd20160609,PAIDOFF,700,15,11/3/2017,11/17/2017,11/17/2017 22:00,,30,high school,female
xqd20160610,PAIDOFF,600,15,11/4/2017,11/18/2017,11/18/2017 21:00,,29,college,male
xqd20160611,PAIDOFF,500,15,11/5/2017,11/19/2017,11/19/2017 20:00,,31,college,female
xqd20160612,PAIDOFF,400,7,11/6/2017,11/12/2017,11/12/2017 19:00,,27,high school,male
xqd20160613,PAIDOFF,300,7,11/7/2017,11/13/2017,11/13/2017 18:00,,25,college,female
xqd20160614,PAIDOFF,200,7,11/8/2017,11/14/2017,11/14/2017 17:00,,23,high school,male
xqd20160615,PAIDOFF,100,7,11/9/2017,11/15/2017,11/15/2017 16:00,,32,college,female
xqd20160616,PAIDOFF,1000,30,11/10/2017,12/9/2017,12/9/2017 15:00,,28,college,male
xqd20160617,PAIDOFF,900,30,11/11/2017,12/10/2017,12/10/2017 14:00,,26,college,female
xqd20160618,PAIDOFF,800,15,11/12/2017,11/26/2017,11/26/2017 13:00,,24,high school,male
xqd20160619,PAIDOFF,700,15,11/13/2017,11/27/2017,11/27/2017 12:00,,30,high school,female
xqd20160620,PAIDOFF,600,15,11/14/2017,11/28/2017,11/28/2017 11:00,,29,college,male
xqd20160621,PAIDOFF,500,15,11/15/2017,11/29/2017,11/29/2017 10:00,,31,college,female
xqd20160622,PAIDOFF,400,7,11/16/2017,11/22/2017,11/22/2017 9:00,,27,high school,male
xqd20160623,PAIDOFF,300,7,11/17/2017,11/23/2017,11/23/2017 8:00,,25,college,female
xqd20160624,PAIDOFF,200,7,11/18/2017,11/24/2017,11/24/2017 7:00,,23,high school,male
xqd20160625,PAIDOFF,100,7,11/19/2017,11/25/2017,11/25/2017 6:00,,32,college,female
xqd20160626,COLLECTION,1000,30,11/20/2017,12/20/2017,,37,26,college,male
xqd20160627,COLLECTION,900,30,11/21/2017,12/21/2017,,38,24,college,female
xqd20160628,COLLECTION,800,15,11/22/2017,12/6/2017,,39,28,high school,male
xqd20160629,COLLECTION,700,15,11/23/2017,12/7/2017,,40,30,high school,female
xqd20160630,COLLECTION,600,15,11/24/2017,12/8/2017,,41,29,college,male
xqd20160631,COLLECTION,500,15,11/25/2017,12/9/2017,,42,31,college,female
xqd20160632,COLLECTION,400,7,11/26/2017,12/2/2017,,43,27,high school,male
xqd20160633,COLLECTION,300,7,11/27/2017,12/3/2017,,44,25,college,female
xqd20160634,COLLECTION,200,7,11/28/2017,12/4/2017,,45,23,high school,male
xqd20160635,COLLECTION,100,7,11/29/2017,12/5/2017,,46,32,college,female
xqd20160636,COLLECTION_PAIDOFF,1000,30,11/30/2017,12/30/2017,12/30/2017 5:00,5,26,college,male
xqd20160637,COLLECTION_PAIDOFF,900,30,12/1/2017,12/31/2017,12/31/2017 4:00,5,24,college,female
xqd20160638,COLLECTION_PAIDOFF,800,15,12/2/2017,12/16/2017,12/16/2017 3:00,5,28,high school,male
xqd20160639,COLLECTION_PAIDOFF,700,15,12/3/2017,12/17/2017,12/17/2017 2:00,5,30,high school,female
xqd20160640,COLLECTION_PAIDOFF,600,15,12/4/2017,12/18/2017,12/18/2017 1:00,5,29,college,male
xqd20160641,COLLECTION_PAIDOFF,500,15,12/5/2017,12/19/2017,12/19/2017 0:00,5,31,college,female
xqd20160642,COLLECTION_PAIDOFF,400,7,12/6/2017,12/12/2017,12/12/2017 23:00,5,27,high school,male
xqd20160643,COLLECTION_PAIDOFF,300,7,12/7/2017,12/13/2017,12/13/2017 22:00,5,25,college,female
xqd20160644,COLLECTION_PAIDOFF,200,7,12/8/2017,12/14/2017,12/14/2017 21:00,5,23,high school,male
xqd20160645,COLLECTION_PAIDOFF,100,7,12/9/2017,12/15/2017,12/15/2017 20:00,5,32,college,female
xqd20160646,PAIDOFF,1000,30,12/10/2017,1/8/2018,1/8/2018 19:00,,28,college,male
xqd20160647,PAIDOFF,900,30,12/11/2017,1/9/2018,1/9/2018 18:00,,26,college,female
xqd20160648,PAIDOFF,800,15,12/12/2017,12/26/2017,12/26/2017 17:00,,24,high school,male
xqd20160649,PAIDOFF,700,15,12/13/2017,12/27/2017,12/27/2017 16:00,,30,high school,female
xqd20160650,PAIDOFF,600,15,12/14/2017,12/28/2017,12/28/2017 15:00,,29,college,male
xqd20160651,PAIDOFF,500,15,12/15/2017,12/29/2017,12/29/2017 14:00,,31,college,female
xqd20160652,PAIDOFF,400,7,12/16/2017,12/22/2017,12/22/2017 13:00,,27,high school,male
xqd20160653,PAIDOFF,300,7,12/17/2017,12/23/2017,12/23/2017 12:00,,25,college,female
xqd20160654,PAIDOFF,200,7,12/18/2017,12/24/2017,12/24/2017 11:00,,23,high school,male
xqd20160655,PAIDOFF,100,7,12/19/2017,12/25/2017,12/25/2017 10:00,,32,college,female
xqd20160656,PAIDOFF,1000,30,12/20/2017,1/18/2018,1/18/2018 9:00,,28,college,male
xqd20160657,PAIDOFF,900,30,12/21/2017,1/19/2018,1/19/2018 8:00,,26,college,female
xqd20160658,PAIDOFF,800,15,12/22/2017,1/5/2018,1/5/2018 7:00,,24,high school,male
xqd20160659,PAIDOFF,700,15,12/23/2017,1/6/2018,1/6/2018 6:00,,30,high school,female
xqd20160660,PAIDOFF,600,15,12/24/2017,1/7/2018,1/7/2018 5:00,,29,college,male
xqd20160661,PAIDOFF,500,15,12/25/2017,1/8/2018,1/8/2018 4:00,,31,college,female
xqd20160662,PAIDOFF,400,7,12/26/2017,1/1/2018,1/1/2018 3:00,,27,high school,male
xqd20160663,PAIDOFF,300,7,12/27/2017,1/2/2018,1/2/2018 2:00,,25,college,female
xqd20160664,PAIDOFF,200,7,12/28/2017,1/3/2018,1/3/2018 1:00,,23,high school,male
xqd20160665,PAIDOFF,100,7,12/29/2017,1/4/2018,1/4/2018 0:00,,32,college,female
xqd20160666,COLLECTION,1000,30,12/30/2017,1/29/2018,,37,26,college,male
xqd20160667,COLLECTION,900,30,12/31/2017,1/30/2018,,38,24,college,female
xqd20160668,COLLECTION,800,15,1/1/2018,1/15/2018,,39,28,high school,male
xqd20160669,COLLECTION,700,15,1/2/2018,1/16/2018,,40,30,high school,female
xqd20160670,COLLECTION,600,15,1/3/2018,1/17/2018,,41,29,college,male
xqd20160671,COLLECTION,500,15,1/4/2018,1/18/2018,,42,31,college,female
xqd20160672,COLLECTION,400,7,1/5/2018,1/11/2018,,43,27,high school,male
xqd20160673,COLLECTION,300,7,1/6/2018,1/12/2018,,44,25,college,female
xqd20160674,COLLECTION,200,7,1/7/2018,1/13/2018,,45,23,high school,male
xqd20160675,COLLECTION,100,7,1/8/2018,1/14/2018,,46,32,college,female
xqd20160676,COLLECTION_PAIDOFF,1000,30,1/9/2018,2/8/2018,2/8/2018 11:00,5,26,college,male
xqd20160677,COLLECTION_PAIDOFF,900,30,1/10/2018,2/9/2018,2/9/2018 10:00,5,24,college,female
xqd20160678,COLLECTION_PAIDOFF,800,15,1/11/2018,1/25/2018,1/25/2018 9:00,5,28,high school,male
xqd20160679,COLLECTION_PAIDOFF,700,15,1/12/2018,1/26/2018,1/26/2018 8:00,5,30,high school,female
xqd20160680,COLLECTION_PAIDOFF,600,15,1/13/2018,1/27/2018,1/27/2018 7:00,5,29,college,male
xqd20160681,COLLECTION_PAIDOFF,500,15,1/14/2018,1/28/2018,1/28/2018 6:00,5,31,college,female
xqd20160682,COLLECTION_PAIDOFF,400,7,1/15/2018,1/21/2018,1/21/2018 5:00,5,27,high school,male
xqd20160683,COLLECTION_PAIDOFF,300,7,1/16/2018,1/22/2018,1/22/2018 4:00,5,25,college,female
xqd20160684,COLLECTION_PAIDOFF,200,7,1/17/2018,1/23/2018,1/23/2018 3:00,5,23,high school,male
xqd20160685,COLLECTION_PAIDOFF,100,7,1/18/2018,1/24/2018,1/24/2018 2:00,5,32,college,female
xqd20160686,PAIDOFF,1000,30,1/19/2018,2/17/2018,2/17/2018 1:00,,28,college,male
xqd20160687,PAIDOFF,900,30,1/20/2018,2/18/2018,2/18/2018 0:00,,26,college,female
xqd20160688,PAIDOFF,800,15,1/21/2018,2/4/2018,2/4/2018 23:00,,24,high school,male
xqd20160689,PAIDOFF,700,15,1/22/2018,2/5/2018,2/5/2018 22:00,,30,high school,female
xqd20160690,PAIDOFF,600,15,1/23/2018,2/6/2018,2/6/2018 21:00,,29,college,male
xqd20160691,PAIDOFF,500,15,1/24/2018,2/7/2018,2/7/2018 20:00,,31,college,female
xqd20160692,PAIDOFF,400,7,1/25/2018,1/31/2018,1/31/2018 19:00,,27,high school,male
xqd20160693,PAIDOFF,300,7,1/26/2018,2/1/2018,2/1/2018 18:00,,25,college,female
xqd20160694,PAIDOFF,200,7,1/27/2018,2/2/2018,2/2/2018 17:00,,23,high school,male
xqd20160695,PAIDOFF,100,7,1/28/2018,2/3/2018,2/3/2018 16:00,,32,college,female
xqd20160696,COLLECTION,1000,30,1/29/2018,2/27/2018,,37,26,college,male
xqd20160697,COLLECTION,900,30,1/30/2018,2/28/2018,,38,24,college,female
xqd20160698,COLLECTION,800,15,1/31/2018,2/14/2018,,39,28,high school,male
xqd20160699,COLLECTION,700,15,2/1/2018,2/15/2018,,40,30,high school,female
xqd20160700,COLLECTION,600,15,2/2/2018,2/16/2018,,41,29,college,male
xqd20160701,COLLECTION,500,15,2/3/2018,2/17/2018,,42,31,college,female
xqd20160702,COLLECTION,400,7,2/4/2018,2/10/2018,,43,27,high school,male
xqd20160703,COLLECTION,300,7,2/5/2018,2/11/2018,,44,25,college,female
xqd20160704,COLLECTION,200,7,2/6/2018,2/12/2018,,45,23,high school,male
xqd20160705,COLLECTION,100,7,2/7/2018,2/13/2018,,46,32,college,female
xqd20160706,COLLECTION_PAIDOFF,1000,30,2/8/2018,3/9/2018,3/9/2018 11:00,5,26,college,male
xqd20160707,COLLECTION_PAIDOFF,900,30,2/9/2018,3/10/2018,3/10/2018 10:00,5,24,college,female
xqd20160708,COLLECTION_PAIDOFF,800,15,2/10/2018,2/24/2018,2/24/2018 9:00,5,28,high school,male
xqd20160709,COLLECTION_PAIDOFF,700,15,2/11/2018,2/25/2018,2/25/2018 8:00,5,30,high school,female
xqd20160710,COLLECTION_PAIDOFF,600,15,2/12/2018,2/26/2018,2/26/2018 7:00,5,29,college,male
xqd20160711,COLLECTION_PAIDOFF,500,15,2/13/2018,2/27/2018,2/27/2018 6:00,5,31,college,female
xqd20160712,COLLECTION_PAIDOFF,400,7,2/14/2018,2/20/2018,2/20/2018 5:00,5,27,high school,male
xqd20160713,COLLECTION_PAIDOFF,300,7,2/15/2018,2/21/2018,2/21/2018 4:00,5,25,college,female
xqd20160714,COLLECTION_PAIDOFF,200,7,2/16/2018,2/22/2018,2/22/2018 3:00,5,23,high school,male
xqd20160715,COLLECTION_PAIDOFF,100,7,2/17/2018,2/23/2018,2/23/2018 2:00,5,32,college,female
xqd20160716,PAIDOFF,1000,30,2/18/2018,3/19/2018,3/19/2018 1:00,,28,college,male
xqd20160717,PAIDOFF,900,30,2/19/2018,3/20/2018,3/20/2018 0:00,,26,college,female
xqd20160718,PAIDOFF,800,15,2/20/2018,3/5/2018,3/5/2018 23:00,,24,high school,male
xqd20160719,PAIDOFF,700,15,2/21/2018,3/6/2018,3/6/2018 22:00,,30,high school,female
xqd20160720,PAIDOFF,600,15,2/22/2018,3/7/2018,3/7/2018 21:00,,29,college,male
xqd20160721,PAIDOFF,500,15,2/23/2018,3/8/2018,3/8/2018 20:00,,31,college,female
xqd20160722,PAIDOFF,400,7,2/24/2018,3/2/2018,3/2/2018 19:00,,27,high school,male
xqd20160723,PAIDOFF,300,7,2/25/2018,3/3/2018,3/3/2018 18:00,,25,college,female
xqd20160724,PAIDOFF,200,7,2/26/2018,3/4/2018,3/4/2018 17:00,,23,high school,male
xqd20160725,PAIDOFF,100,7,2/27/2018,3/5/2018,3/5/2018 16:00,,32,college,female
xqd20160726,COLLECTION,1000,30,2/28/2018,3/30/2018,,37,26,college,male
xqd20160727,COLLECTION,900,30,3/1/2018,3/31/2018,,38,24,college,female
xqd20160728,COLLECTION,800,15,3/2/2018,3/16/2018,,39,28,high school,male
xqd20160729,COLLECTION,700,15,3/3/2018,3/17/2018,,40,30,high school,female
xqd20160730,COLLECTION,600,15,3/4/2018,3/18/2018,,41,29,college,male
xqd20160731,COLLECTION,500,15,3/5/2018,3/19/2018,,42,31,college,female
xqd20160732,COLLECTION,400,7,3/6/2018,3/12/2018,,43,27,high school,male
xqd20160733,COLLECTION,300,7,3/7/2018,3/13/2018,,44,25,college,female
xqd20160734,COLLECTION,200,7,3/8/2018,3/14/2018,,45,23,high school,male
xqd20160735,COLLECTION,100,7,3/9/2018,3/15/2018,,46,32,college,female
xqd20160736,COLLECTION_PAIDOFF,1000,30,3/10/2018,4/9/2018,4/9/2018 11:00,5,26,college,male
xqd20160737,COLLECTION_PAIDOFF,900,30,3/11/2018,4/10/2018,4/10/2018 10:00,5,24,college,female
xqd20160738,COLLECTION_PAIDOFF,800,15,3/12/2018,3/26/2018,3/26/2018 9:00,5,28,high school,male
xqd20160739,COLLECTION_PAIDOFF,700,15,3/13/2018,3/27/2018,3/27/2018 8:00,5,30,high school,female
xqd20160740,COLLECTION_PAIDOFF,600,15,3/14/2018,3/28/2018,3/28/2018 7:00,5,29,college,male
xqd20160741,COLLECTION_PAIDOFF,500,15,3/15/2018,3/29/2018,3/29/2018 6:00,5,31,college,female
xqd20160742,COLLECTION_PAIDOFF,400,7,3/16/2018,3/22/2018,3/22/2018 5:00,5,27,high school,male
xqd20160743,COLLECTION_PAIDOFF,300,7,3/17/2018,3/23/2018,3/23/2018 4:00,5,25,college,female
xqd20160744,COLLECTION_PAIDOFF,200,7,3/18/2018,3/24/2018,3/24/2018 3:00,5,23,high school,male
xqd20160745,COLLECTION_PAIDOFF,100,7,3/19/2018,3/25/2018,3/25/2018 2:00,5,32,college,female
xqd20160746,PAIDOFF,1000,30,3/20/2018,4/19/2018,4/19/2018 1:00,,28,college,male
xqd20160747,PAIDOFF,900,30,3/21/2018,4/20/2018,4/20/2018 0:00,,26,college,female
xqd20160748,PAIDOFF,800,15,3/22/2018,4/6/2018,4/6/2018 23:00,,24,high school,male
xqd20160749,PAIDOFF,700,15,3/23/2018,4/7/2018,4/7/2018 22:00,,30,high school,female
xqd20160750,PAIDOFF,600,15,3/24/2018,4/8/2018,4/8/2018 21:00,,29,college,male
xqd20160751,PAIDOFF,500,15,3/25/2018,4/9/2018,4/9/2018 20:00,,31,college,female
xqd20160752,PAIDOFF,400,7,3/26/2018,4/2/2018,4/2/2018 19:00,,27,high school,male
xqd20160753,PAIDOFF,300,7,3/27/2018,4/3/2018,4/3/2018 18:00,,25,college,female
xqd20160754,PAIDOFF,200,7,3/28/2018,4/4/2018,4/4/2018 17:00,,23,high school,male
xqd20160755,PAIDOFF,100,7,3/29/2018,4/5/2018,4/5/2018 16:00,,32,college,female
xqd20160756,COLLECTION,1000,30,3/30/2018,4/29/2018,,37,26,college,male
xqd20160757,COLLECTION,900,30,3/31/2018,4/30/2018,,38,24,college,female
xqd20160758,COLLECTION,800,15,4/1/2018,4/15/2018,,39,28,high school,male
xqd20160759,COLLECTION,700,15,4/2/2018,4/16/2018,,40,30,high school,female
xqd20160760,COLLECTION,600,15,4/3/2018,4/17/2018,,41,29,college,male
xqd20160761,COLLECTION,500,15,4/4/2018,4/18/2018,,42,31,college,female
xqd20160762,COLLECTION,400,7,4/5/2018,4/11/2018,,43,27,high school,male
xqd20160763,COLLECTION,300,7,4/6/2018,4/12/2018,,44,25,college,female
xqd20160764,COLLECTION,200,7,4/7/2018,4/13/2018,,45,23,high school,male
xqd20160765,COLLECTION,100,7,4/8/2018,4/14/2018,,46,32,college,female
xqd20160766,COLLECTION_PAIDOFF,1000,30,4/9/2018,5/9/2018,5/9/2018 11:00,5,26,college,male
xqd20160767,COLLECTION_PAIDOFF,900,30,4/10/2018,5/10/2018,5/10/2018 10:00,5,24,college,female
xqd20160768,COLLECTION_PAIDOFF,800,15,4/11/2018,4/25/2018,4/25/2018 9:00,5,28,high school,male
xqd20160769,COLLECTION_PAIDOFF,700,15,4/12/2018,4/26/2018,4/26/2018 8:00,5,30,high school,female
xqd20160770,COLLECTION_PAIDOFF,600,15,4/13/2018,4/27/2018,4/27/2018 7:00,5,29,college,male
xqd20160771,COLLECTION_PAIDOFF,500,15,4/14/2018,4/28/2018,4/28/2018 6:00,5,31,college,female
xqd20160772,COLLECTION_PAIDOFF,400,7,4/15/2018,4/21/2018,4/21/2018 5:00,5,27,high school,male
xqd20160773,COLLECTION_PAIDOFF,300,7,4/16/2018,4/22/2018,4/22/2018 4:00,5,25,college,female
xqd20160774,COLLECTION_PAIDOFF,200,7,4/17/2018,4/23/2018,4/23/2018 3:00,5,23,high school,male
xqd20160775,COLLECTION_PAIDOFF,100,7,4/18/2018,4/24/2018,4/24/2018 2:00,5,32,college,female
xqd20161076,PAIDOFF,720,12,7/26/2020,8/7/2020,8/7/2020 19:00,,29,college,male
xqd20161077,PAIDOFF,660,12,7/27/2020,8/8/2020,8/8/2020 20:00,,27,high school,female
xqd20161078,PAIDOFF,600,12,7/28/2020,8/9/2020,8/9/2020 21:00,,25,college,male
xqd20161079,PAIDOFF,540,12,7/29/2020,8/10/2020,8/10/2020 22:00,,23,high school,female
xqd20161080,PAIDOFF,480,12,7/30/2020,8/11/2020,8/11/2020 23:00,,21,college,male
xqd20161081,COLLECTION,1410,36,7/31/2020,8/30/2020,,60,30,college,female
xqd20161082,COLLECTION,1290,36,8/1/2020,8/31/2020,,60,31,high school,male
xqd20161083,COLLECTION,1170,24,8/2/2020,8/18/2020,,60,32,college,female
xqd20161084,COLLECTION,1050,24,8/3/2020,8/19/2020,,60,33,high school,male
xqd20161085,COLLECTION,930,24,8/4/2020,8/20/2020,,60,34,college,female
xqd20161086,COLLECTION,810,24,8/5/2020,8/21/2020,,60,35,high school,male
xqd20161087,COLLECTION,690,12,8/6/2020,8/14/2020,,60,36,college,female
xqd20161088,COLLECTION,570,12,8/7/2020,8/15/2020,,60,37,high school,male
xqd20161089,COLLECTION,450,12,8/8/2020,8/16/2020,,60,38,college,female
xqd20161090,COLLECTION,330,12,8/9/2020,8/17/2020,,60,39,high school,male
xqd20161091,COLLECTION,210,12,8/10/2020,8/18/2020,,60,40,college,female
xqd20161092,COLLECTION_PAIDOFF,1410,36,8/11/2020,9/9/2020,9/9/2020 10:00,3,29,college,male
xqd20161093,COLLECTION_PAIDOFF,1290,36,8/12/2020,9/10/2020,9/10/2020 11:00,3,30,high school,female
xqd20161094,COLLECTION_PAIDOFF,1170,24,8/13/2020,8/29/2020,8/29/2020 12:00,3,31,college,male
xqd20161095,COLLECTION_PAIDOFF,1050,24,8/14/2020,8/30/2020,8/30/2020 13:00,3,32,high school,female
xqd20161096,COLLECTION_PAIDOFF,930,24,8/15/2020,8/31/2020,8/31/2020 14:00,3,33,college,male
xqd20161097,COLLECTION_PAIDOFF,810,24,8/16/2020,9/1/2020,9/1/2020 15:00,3,34,high school,female
xqd20161098,COLLECTION_PAIDOFF,690,12,8/17/2020,8/25/2020,8/25/2020 16:00,3,35,college,male
xqd20161099,COLLECTION_PAIDOFF,570,12,8/18/2020,8/26/2020,8/26/2020 17:00,3,36,high school,female
xqd20161100,COLLECTION_PAIDOFF,450,12,8/19/2020,8/27/2020,8/27/2020 18:00,3,37,college,male
xqd20161101,PAIDOFF,720,12,10/1/2020,10/13/2020,10/13/2020 19:00,,28,high school,male
xqd20161102,PAIDOFF,660,12,10/2/2020,10/14/2020,10/14/2020 20:00,,26,college,female
xqd20161103,PAIDOFF,600,12,10/3/2020,10/15/2020,10/15/2020 21:00,,24,high school,male
xqd20161104,PAIDOFF,540,12,10/4/2020,10/16/2020,10/16/2020 22:00,,22,college,female
xqd20161105,PAIDOFF,480,12,10/5/2020,10/17/2020,10/17/2020 23:00,,20,high school,male
xqd20161106,COLLECTION,1440,36,10/6/2020,11/5/2020,,60,30,college,female
xqd20161107,COLLECTION,1320,36,10/7/2020,11/6/2020,,60,31,high school,male
xqd20161108,COLLECTION,1200,24,10/8/2020,10/24/2020,,60,32,college,female
xqd20161109,COLLECTION,1080,24,10/9/2020,10/25/2020,,60,33,high school,male
xqd20161110,COLLECTION,960,24,10/10/2020,10/26/2020,,60,34,college,female
xqd20161111,COLLECTION,840,24,10/11/2020,10/27/2020,,60,35,high school,male
xqd20161112,COLLECTION,720,12,10/12/2020,10/20/2020,,60,36,college,female
xqd20161113,COLLECTION,600,12,10/13/2020,10/21/2020,,60,37,high school,male
xqd20161114,COLLECTION,480,12,10/14/2020,10/22/2020,,60,38,college,female
xqd20161115,COLLECTION,360,12,10/15/2020,10/23/2020,,60,39,high school,male
xqd20161116,COLLECTION,240,12,10/16/2020,10/24/2020,,60,40,college,female
xqd20161117,COLLECTION_PAIDOFF,1440,36,10/17/2020,11/16/2020,11/16/2020 10:00,3,28,college,male
xqd20161118,COLLECTION_PAIDOFF,1320,36,10/18/2020,11/17/2020,11/17/2020 11:00,3,26,high school,female
xqd20161119,COLLECTION_PAIDOFF,1200,24,10/19/2020,11/4/2020,11/4/2020 12:00,3,24,college,male
xqd20161120,COLLECTION_PAIDOFF,1080,24,10/20/2020,11/5/2020,11/5/2020 13:00,3,22,high school,female
xqd20161121,COLLECTION_PAIDOFF,960,24,10/21/2020,11/6/2020,11/6/2020 14:00,3,20,college,male
xqd20161122,COLLECTION_PAIDOFF,840,24,10/22/2020,11/7/2020,11/7/2020 15:00,3,30,high school,female
xqd20161123,COLLECTION_PAIDOFF,720,12,10/23/2020,10/31/2020,10/31/2020 16:00,3,31,college,male
xqd20161124,COLLECTION_PAIDOFF,600,12,10/24/2020,11/1/2020,11/1/2020 17:00,3,32,high school,female
xqd20161125,COLLECTION_PAIDOFF,480,12,10/25/2020,11/2/2020,11/2/2020 18:00,3,33,college,male
xqd20161126,PAIDOFF,720,12,11/1/2020,11/13/2020,11/13/2020 19:00,,29,high school,female
xqd20161127,PAIDOFF,660,12,11/2/2020,11/14/2020,11/14/2020 20:00,,27,college,male
xqd20161128,PAIDOFF,600,12,11/3/2020,11/15/2020,11/15/2020 21:00,,25,high school,female
xqd20161129,PAIDOFF,540,12,11/4/2020,11/16/2020,11/16/2020 22:00,,23,college,male
xqd20161130,PAIDOFF,480,12,11/5/2020,11/17/2020,11/17/2020 23:00,,21,high school,female
xqd20161131,COLLECTION,1440,36,11/6/2020,12/5/2020,,60,31,college,male
xqd20161132,COLLECTION,1320,36,11/7/2020,12/6/2020,,60,32,high school,female
xqd20161133,COLLECTION,1200,24,11/8/2020,11/24/2020,,60,33,college,male
xqd20161134,COLLECTION,1080,24,11/9/2020,11/25/2020,,60,34,high school,female
xqd20161135,COLLECTION,960,24,11/10/2020,11/26/2020,,60,35,college,male
xqd20161136,COLLECTION,840,24,11/11/2020,11/27/2020,,60,36,high school,female
xqd20161137,COLLECTION,720,12,11/12/2020,11/20/2020,,60,37,college,male
xqd20161138,COLLECTION,600,12,11/13/2020,11/21/2020,,60,38,high school,female
xqd20161139,COLLECTION,480,12,11/14/2020,11/22/2020,,60,39,college,male
xqd20161140,COLLECTION,360,12,11/15/2020,11/23/2020,,60,40,high school,female
xqd20161141,COLLECTION,240,12,11/16/2020,11/24/2020,,60,41,college,male
xqd20161142,COLLECTION_PAIDOFF,1440,36,11/17/2020,12/16/2020,12/16/2020 10:00,3,29,college,female
xqd20161143,COLLECTION_PAIDOFF,1320,36,11/18/2020,12/17/2020,12/17/2020 11:00,3,27,high school,male
xqd20161144,COLLECTION_PAIDOFF,1200,24,11/19/2020,12/4/2020,12/4/2020 12:00,3,25,college,female
xqd20161145,COLLECTION_PAIDOFF,1080,24,11/20/2020,12/5/2020,12/5/2020 13:00,3,23,high school,male
xqd20161146,COLLECTION_PAIDOFF,960,24,11/21/2020,12/6/2020,12/6/2020 14:00,3,21,college,female
xqd20161147,COLLECTION_PAIDOFF,840,24,11/22/2020,12/7/2020,12/7/2020 15:00,3,31,high school,male
xqd20161148,COLLECTION_PAIDOFF,720,12,11/23/2020,12/1/2020,12/1/2020 16:00,3,32,college,female
xqd20161149,COLLECTION_PAIDOFF,600,12,11/24/2020,12/2/2020,12/2/2020 17:00,3,33,high school,male
xqd20161150,COLLECTION_PAIDOFF,480,12,11/25/2020,12/3/2020,12/3/2020 18:00,3,34,college,female
xqd20170101,PAIDOFF,800,15,1/1/2023,1/15/2023,1/15/2023 12:00,,28,college,male
xqd20170102,PAIDOFF,720,15,1/2/2023,1/16/2023,1/16/2023 13:00,,26,high school,female
xqd20170103,PAIDOFF,640,15,1/3/2023,1/17/2023,1/17/2023 14:00,,24,college,male
xqd20170104,PAIDOFF,560,15,1/4/2023,1/18/2023,1/18/2023 15:00,,22,high school,female
xqd20170105,PAIDOFF,480,15,1/5/2023,1/19/2023,1/19/2023 16:00,,20,college,male
xqd20170106,COLLECTION,1440,45,1/6/2023,2/20/2023,,60,30,high school,female
xqd20170107,COLLECTION,1320,45,1/7/2023,2/21/2023,,60,32,college,male
xqd20170108,COLLECTION,1200,30,1/8/2023,2/7/2023,,60,34,high school,female
xqd20170109,COLLECTION,1080,30,1/9/2023,2/8/2023,,60,36,college,male
xqd20170110,COLLECTION,960,30,1/10/2023,2/9/2023,,60,38,high school,female
xqd20170111,COLLECTION,840,30,1/11/2023,2/10/2023,,60,40,college,male
xqd20170112,COLLECTION,720,15,1/12/2023,1/26/2023,,60,42,high school,female
xqd20170113,COLLECTION,600,15,1/13/2023,1/27/2023,,60,44,college,male
xqd20170114,COLLECTION,480,15,1/14/2023,1/28/2023,,60,46,high school,female
xqd20170115,COLLECTION,360,15,1/15/2023,1/29/2023,,60,48,college,male
xqd20170116,COLLECTION,240,15,1/16/2023,1/30/2023,,60,50,high school,female
xqd20170117,COLLECTION_PAIDOFF,1440,45,1/17/2023,3/3/2023,3/3/2023 10:00,3,29,college,male
xqd20170118,COLLECTION_PAIDOFF,1320,45,1/18/2023,3/4/2023,3/4/2023 11:00,3,27,high school,female
xqd20170119,COLLECTION_PAIDOFF,1200,30,1/19/2023,2/19/2023,2/19/2023 12:00,3,25,college,male
xqd20170120,COLLECTION_PAIDOFF,1080,30,1/20/2023,2/20/2023,2/20/2023 13:00,3,23,high school,female
xqd20170121,COLLECTION_PAIDOFF,960,30,1/21/2023,2/21/2023,2/21/2023 14:00,3,21,college,male
xqd20170122,COLLECTION_PAIDOFF,840,30,1/22/2023,2/22/2023,2/22/2023 15:00,3,31,high school,female
